"id","question","sparql","answer_uri","answer_label","frame"
"1523","Quale persona ha creato  Factor X Spagna?","select  ?o    {    <http://dbpedia.org/resource/Factor_X_(Spanish_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Simon_Cowell","Simon Cowell","VP"
"1524","Chi creare  Nel regno delle fiabe?","select  ?o    {    <http://dbpedia.org/resource/Faerie_Tale_Theatre> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall","VP"
"1525","Chi ha creato  Nel regno delle fiabe?","select  ?o    {    <http://dbpedia.org/resource/Faerie_Tale_Theatre> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall","VP"
"1526","Quale persona creare  Nel regno delle fiabe?","select  ?o    {    <http://dbpedia.org/resource/Faerie_Tale_Theatre> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall","VP"
"1527","Quale persona ha creato  Nel regno delle fiabe?","select  ?o    {    <http://dbpedia.org/resource/Faerie_Tale_Theatre> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Shelley_Duvall","Shelley Duvall","VP"
"1528","Chi creare  Ai shang liang ge wo?","select  ?o    {    <http://dbpedia.org/resource/Fall_in_Love_with_Me_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sanlih_E-Television","Sanlih E-Television","VP"
"1529","Chi ha creato  Ai shang liang ge wo?","select  ?o    {    <http://dbpedia.org/resource/Fall_in_Love_with_Me_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sanlih_E-Television","Sanlih E-Television","VP"
"1530","Quale persona creare  Ai shang liang ge wo?","select  ?o    {    <http://dbpedia.org/resource/Fall_in_Love_with_Me_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sanlih_E-Television","Sanlih E-Television","VP"
"1531","Quale persona ha creato  Ai shang liang ge wo?","select  ?o    {    <http://dbpedia.org/resource/Fall_in_Love_with_Me_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Sanlih_E-Television","Sanlih E-Television","VP"
"1532","Chi creare  Falling Skies?","select  ?o    {    <http://dbpedia.org/resource/Falling_Skies> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Robert_Rodat","Robert Rodat","VP"
"1533","Chi ha creato  Falling Skies?","select  ?o    {    <http://dbpedia.org/resource/Falling_Skies> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Robert_Rodat","Robert Rodat","VP"
"1534","Quale persona creare  Falling Skies?","select  ?o    {    <http://dbpedia.org/resource/Falling_Skies> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Robert_Rodat","Robert Rodat","VP"
"1535","Quale persona ha creato  Falling Skies?","select  ?o    {    <http://dbpedia.org/resource/Falling_Skies> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Robert_Rodat","Robert Rodat","VP"
"1536","Chi creare  In casa Lawrence?","select  ?o    {    <http://dbpedia.org/resource/Family_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen","VP"
"1537","Chi ha creato  In casa Lawrence?","select  ?o    {    <http://dbpedia.org/resource/Family_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen","VP"
"1538","Quale persona creare  In casa Lawrence?","select  ?o    {    <http://dbpedia.org/resource/Family_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen","VP"
"1539","Quale persona ha creato  In casa Lawrence?","select  ?o    {    <http://dbpedia.org/resource/Family_(1976_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Jay_Presson_Allen","Jay Presson Allen","VP"
"1540","Chi creare  Qua la zampa Doggie?","select  ?o    {    <http://dbpedia.org/resource/Family_Dog_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Brad_Bird","Brad Bird","VP"
"1541","Chi ha creato  Qua la zampa Doggie?","select  ?o    {    <http://dbpedia.org/resource/Family_Dog_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Brad_Bird","Brad Bird","VP"
"1542","Quale persona creare  Qua la zampa Doggie?","select  ?o    {    <http://dbpedia.org/resource/Family_Dog_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Brad_Bird","Brad Bird","VP"
"1543","Quale persona ha creato  Qua la zampa Doggie?","select  ?o    {    <http://dbpedia.org/resource/Family_Dog_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Brad_Bird","Brad Bird","VP"
"1544","Chi creare  Family Feud?","select  ?o    {    <http://dbpedia.org/resource/Family_Feud> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mark_Goodson","Mark Goodson","VP"
"1545","Chi ha creato  Family Feud?","select  ?o    {    <http://dbpedia.org/resource/Family_Feud> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mark_Goodson","Mark Goodson","VP"
"1546","Quale persona creare  Family Feud?","select  ?o    {    <http://dbpedia.org/resource/Family_Feud> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mark_Goodson","Mark Goodson","VP"
"1547","Quale persona ha creato  Family Feud?","select  ?o    {    <http://dbpedia.org/resource/Family_Feud> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Mark_Goodson","Mark Goodson","VP"
"1548","Chi creare  I Griffin?","select  ?o    {    <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane","VP"
"1549","Chi ha creato  I Griffin?","select  ?o    {    <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane","VP"
"1550","Quale persona creare  I Griffin?","select  ?o    {    <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane","VP"
"1551","Quale persona ha creato  I Griffin?","select  ?o    {    <http://dbpedia.org/resource/Family_Guy> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Seth_MacFarlane","Seth MacFarlane","VP"
"1552","Chi creare  In tribunale con Lynn?","select  ?o    {    <http://dbpedia.org/resource/Family_Law_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Haggis","Paul Haggis","VP"
"1553","Chi ha creato  In tribunale con Lynn?","select  ?o    {    <http://dbpedia.org/resource/Family_Law_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Haggis","Paul Haggis","VP"
"1554","Quale persona creare  In tribunale con Lynn?","select  ?o    {    <http://dbpedia.org/resource/Family_Law_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Haggis","Paul Haggis","VP"
"1555","Quale persona ha creato  In tribunale con Lynn?","select  ?o    {    <http://dbpedia.org/resource/Family_Law_(American_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Paul_Haggis","Paul Haggis","VP"
"1556","Chi creare  Family Tree serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Family_Tree_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Christopher_Guest","Christopher Guest","VP"
"1557","Chi ha creato  Family Tree serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Family_Tree_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Christopher_Guest","Christopher Guest","VP"
"1558","Quale persona creare  Family Tree serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Family_Tree_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Christopher_Guest","Christopher Guest","VP"
"1559","Quale persona ha creato  Family Tree serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Family_Tree_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Christopher_Guest","Christopher Guest","VP"
"1560","Chi creare  I Famosi 5 - Casi misteriosi?","select  ?o    {    <http://dbpedia.org/resource/Famous_5:_On_the_Case> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Enid_Blyton","Enid Blyton","VP"
"1561","Chi ha creato  I Famosi 5 - Casi misteriosi?","select  ?o    {    <http://dbpedia.org/resource/Famous_5:_On_the_Case> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Enid_Blyton","Enid Blyton","VP"
"1562","Quale persona creare  I Famosi 5 - Casi misteriosi?","select  ?o    {    <http://dbpedia.org/resource/Famous_5:_On_the_Case> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Enid_Blyton","Enid Blyton","VP"
"1563","Quale persona ha creato  I Famosi 5 - Casi misteriosi?","select  ?o    {    <http://dbpedia.org/resource/Famous_5:_On_the_Case> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Enid_Blyton","Enid Blyton","VP"
"1564","Chi creare  Attenti a Luni?","select  ?o    {    <http://dbpedia.org/resource/Fangface> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ruby-Spears","Ruby-Spears","VP"
"1565","Chi ha creato  Attenti a Luni?","select  ?o    {    <http://dbpedia.org/resource/Fangface> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ruby-Spears","Ruby-Spears","VP"
"1566","Quale persona creare  Attenti a Luni?","select  ?o    {    <http://dbpedia.org/resource/Fangface> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ruby-Spears","Ruby-Spears","VP"
"1567","Quale persona ha creato  Attenti a Luni?","select  ?o    {    <http://dbpedia.org/resource/Fangface> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ruby-Spears","Ruby-Spears","VP"
"1568","Chi creare  I Fantastici Quattro serie animata 1967?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1569","Chi ha creato  I Fantastici Quattro serie animata 1967?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1570","Quale persona creare  I Fantastici Quattro serie animata 1967?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1571","Quale persona ha creato  I Fantastici Quattro serie animata 1967?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1967_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1572","Chi creare  I Fantastici Quattro serie animata 1994?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1994_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1573","Chi ha creato  I Fantastici Quattro serie animata 1994?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1994_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1574","Quale persona creare  I Fantastici Quattro serie animata 1994?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1994_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1575","Quale persona ha creato  I Fantastici Quattro serie animata 1994?","select  ?o    {    <http://dbpedia.org/resource/Fantastic_Four_(1994_TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Stan_Lee","Stan Lee","VP"
"1576","Chi creare  Far Out Space Nuts?","select  ?o    {    <http://dbpedia.org/resource/Far_Out_Space_Nuts> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ken_Spears","Ken Spears","VP"
"1577","Chi ha creato  Far Out Space Nuts?","select  ?o    {    <http://dbpedia.org/resource/Far_Out_Space_Nuts> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ken_Spears","Ken Spears","VP"
"1578","Quale persona creare  Far Out Space Nuts?","select  ?o    {    <http://dbpedia.org/resource/Far_Out_Space_Nuts> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ken_Spears","Ken Spears","VP"
"1579","Quale persona ha creato  Far Out Space Nuts?","select  ?o    {    <http://dbpedia.org/resource/Far_Out_Space_Nuts> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Ken_Spears","Ken Spears","VP"
"1580","Chi creare  Fargo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fargo_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Noah_Hawley","Noah Hawley","VP"
"1581","Chi ha creato  Fargo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fargo_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Noah_Hawley","Noah Hawley","VP"
"1582","Quale persona creare  Fargo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fargo_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Noah_Hawley","Noah Hawley","VP"
"1583","Quale persona ha creato  Fargo serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fargo_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Noah_Hawley","Noah Hawley","VP"
"1584","Chi creare  Fastlane serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fastlane_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/McG","McG","VP"
"1585","Chi ha creato  Fastlane serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fastlane_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/McG","McG","VP"
"1586","Quale persona creare  Fastlane serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fastlane_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/McG","McG","VP"
"1587","Quale persona ha creato  Fastlane serie televisiva?","select  ?o    {    <http://dbpedia.org/resource/Fastlane_(TV_series)> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/McG","McG","VP"
"1588","Chi creare  Fat Actress?","select  ?o    {    <http://dbpedia.org/resource/Fat_Actress> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kirstie_Alley","Kirstie Alley","VP"
"1589","Chi ha creato  Fat Actress?","select  ?o    {    <http://dbpedia.org/resource/Fat_Actress> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kirstie_Alley","Kirstie Alley","VP"
"1590","Quale persona creare  Fat Actress?","select  ?o    {    <http://dbpedia.org/resource/Fat_Actress> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kirstie_Alley","Kirstie Alley","VP"
"1591","Quale persona ha creato  Fat Actress?","select  ?o    {    <http://dbpedia.org/resource/Fat_Actress> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Kirstie_Alley","Kirstie Alley","VP"
"1592","Chi creare  Albertone?","select  ?o    {    <http://dbpedia.org/resource/Fat_Albert_and_the_Cosby_Kids> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Cosby","Bill Cosby","VP"
"1593","Chi ha creato  Albertone?","select  ?o    {    <http://dbpedia.org/resource/Fat_Albert_and_the_Cosby_Kids> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Cosby","Bill Cosby","VP"
"1594","Quale persona creare  Albertone?","select  ?o    {    <http://dbpedia.org/resource/Fat_Albert_and_the_Cosby_Kids> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Cosby","Bill Cosby","VP"
"1595","Quale persona ha creato  Albertone?","select  ?o    {    <http://dbpedia.org/resource/Fat_Albert_and_the_Cosby_Kids> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Bill_Cosby","Bill Cosby","VP"
"1596","Chi creare  Fat Guy Stuck In Internet?","select  ?o    {    <http://dbpedia.org/resource/Fat_Guy_Stuck_in_Internet> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fat_Guy_Stuck_in_Internet","Fat Guy Stuck In Internet","VP"
"1597","Chi ha creato  Fat Guy Stuck In Internet?","select  ?o    {    <http://dbpedia.org/resource/Fat_Guy_Stuck_in_Internet> <http://dbpedia.org/ontology/creator>  ?o    }","http://dbpedia.org/resource/Fat_Guy_Stuck_in_Internet","Fat Guy Stuck In Internet","VP"
